export_date,Slot,Team,Player,Pitcher,Grade,TrueHR,Matchup,ZF,Form (gHR),SimHR%,ISO,xwOBA,PulledBrl%,Brl/BIP%,HR/FB%,FB%,HH%,LA°,Barrel Signal
2026-07-07,,ATH,Henry Bolte,Tarik Skubal,‼️ Elite,24,30,1.3,7.0,0%,0.076,0.294,0.0,0%,0.0,16.0,32.0,-6.9,0
2026-07-07,,TB,Taylor Walls,Will Warren,,24,45,0.0,9.0,0%,0.092,0.261,0.0,0%,0.0,8.3,25.0,3.7,0
2026-07-07,,LAD,Alex Call,Michael Lorenzen,,23,24,0.8,10.0,0%,0.075,0.259,0.0,0%,0.0,30.0,0.0,21.1,0
2026-07-07,,HOU,Joey Loperfido,Andrew Alvarez,,23,25,0.0,10.0,0%,0.118,0.324,0.0,0%,0.0,10.0,20.0,7.7,0
2026-07-07,,TOR,Andrés Giménez,Trevor McDonald,,22,33,1.2,9.0,0%,0.09,0.255,0.0,0%,0.0,12.5,12.5,4.1,0
2026-07-07,,BOS,Carlos Narváez,Unknown (702273),,22,32,1.3,9.0,0%,0.081,0.265,0.0,0%,0.0,42.9,21.4,9.5,0
2026-07-07,,BOS,Ceddanne Rafaela,Unknown (702273),,22,40,2.2,7.0,0%,0.093,0.282,0.0,0%,0.0,10.7,10.7,8.7,0
2026-07-07,,CLE,Juan Brito,Taj Bradley,,22,24,0.0,7.0,2.4%,0.104,0.224,0.0,,,0.0,30.0,12.0,0
2026-07-07,,SF,Jung Hoo Lee,Spencer Miles,,22,46,0.6,9.0,0%,0.088,0.321,0.0,0%,0.0,11.5,11.5,7.9,0
2026-07-07,,NYY,Austin Wells,Ian Seymour,,21,27,0.9,8.0,0%,0.078,0.284,0.0,0%,0.0,7.1,14.3,22.0,0
2026-07-07,,MIL,Cooper Pratt,Matt Svanson,💥 Hittable,21,41,0.0,6.0,0%,0.018,0.337,0.0,0%,0.0,22.7,22.7,3.4,0
2026-07-07,,LAA,Nick Madrigal,Jacob deGrom,,21,48,0.0,1.0,0%,0.023,0.294,0.0,0%,0.0,10.0,0.0,5.8,0
2026-07-07,,ATH,Darell Hernaiz,Tarik Skubal,‼️ Elite,21,23,0.0,5.0,0%,0.051,0.26,0.0,0%,0.0,10.0,10.0,16.4,0
2026-07-07,,ATH,Jacob Wilson,Tarik Skubal,‼️ Elite,21,22,1.2,11.0,0%,0.109,0.297,0.0,0%,0.0,30.0,30.0,-2.6,0
2026-07-07,,MIA,Connor Norby,Bryan Woo,,21,47,1.5,11.0,0%,0.12,0.275,0.0,0%,0.0,40.0,20.0,31.3,0
2026-07-07,,CIN,Rece Hinds,Zack Wheeler,,20,22,0.0,7.0,3.8%,0.098,0.154,0.0,,,0.0,10.0,22.3,0
2026-07-07,,DET,Jahmai Jones,J.T. Ginn,🤔 Average,20,36,2.0,7.0,1.1%,0.086,0.323,0.0,,,0.0,10.0,2.1,0
2026-07-07,,WSH,Jacob Young,Tatsuya Imai,,20,36,1.9,9.0,0%,0.143,0.273,0.0,0%,0.0,14.3,7.1,2.3,0
2026-07-07,,STL,Jimmy Crooks,Jacob Misiorowski,‼️ Elite,20,15,0.0,9.0,0%,0.088,0.318,0.0,0%,0.0,10.0,20.0,5.7,0
2026-07-07,,NYY,Anthony Volpe,Ian Seymour,,19,42,0.6,7.0,0%,0.086,0.299,0.0,0%,0.0,11.1,16.7,7.8,0
2026-07-07,,ATL,Sandy León,Paul Skenes,⚠️ Tough,19,18,0.0,2.0,0.9%,0.0,0.15,0.0,,,0.0,20.0,20.7,0
2026-07-07,,HOU,Christian Vázquez,Andrew Alvarez,,19,36,1.8,8.0,1.2%,0.109,0.239,0.0,,,0.0,10.0,4.3,0
2026-07-07,,HOU,Jake Meyers,Andrew Alvarez,,19,43,1.7,7.0,0%,0.095,0.244,0.0,0%,0.0,20.0,10.0,3.0,0
2026-07-07,,BOS,Mickey Gasper,Unknown (702273),,19,34,0.0,6.0,0%,0.065,0.275,0.0,0%,0.0,10.0,20.0,7.5,0
2026-07-07,,MIL,Luis Rengifo,Matt Svanson,💥 Hittable,19,27,0.0,5.0,3.5%,0.049,0.303,0.0,,,0.0,40.0,0.5,0
2026-07-07,,MIN,Orlando Arcia,Joey Cantillo,,19,34,0.0,6.0,5%,0.083,0.26,0.0,,,0.0,10.0,-3.7,0
2026-07-07,,CHC,Nico Hoerner,Shane Baz,💥 Hittable,19,23,0.3,12.0,0%,0.078,0.315,0.0,0%,0.0,44.0,12.0,9.5,0
2026-07-07,,BAL,Colton Cowser,Matthew Boyd,🤔 Average,19,44,3.7,11.0,0%,0.141,0.325,0.0,0%,0.0,11.8,11.8,-19.0,0
2026-07-07,,TB,Chandler Simpson,Will Warren,,19,39,0.0,10.0,0%,0.066,0.247,0.0,0%,0.0,5.0,15.0,4.3,0
2026-07-07,,WSH,Drew Millas,Tatsuya Imai,,19,32,1.6,8.0,0%,0.078,0.263,0.0,0%,0.0,21.4,0.0,10.1,0
2026-07-07,,TEX,Sam Haggerty,José Soriano,,17,18,0.0,3.0,0%,0.023,0.161,0.0,0%,0.0,20.0,10.0,1.7,0
2026-07-07,,LAD,Alex Freeland,Michael Lorenzen,,17,38,0.5,7.0,0%,0.086,0.287,0.0,0%,0.0,13.3,0.0,6.3,0
2026-07-07,,NYY,Ryan McMahon,Ian Seymour,,17,33,2.4,8.0,2%,0.122,0.305,0.0,,,0.0,20.0,6.2,0
2026-07-07,,HOU,Dustin Harris,Andrew Alvarez,,17,21,0.0,9.0,0%,0.07,0.3,0.0,0%,0.0,10.0,10.0,4.6,0
2026-07-07,,KC,Kameron Misner,Cionel Pérez,,17,31,0.0,10.0,0%,0.024,0.212,0.0,0%,0.0,20.0,10.0,11.4,0
2026-07-07,,PIT,Jhostynxon Garcia,Hurston Waldrep,,17,20,0.0,7.0,0%,0.095,0.275,0.0,0%,0.0,20.0,10.0,9.6,0
2026-07-07,,AZ,Tim Tawa,Germán Márquez,,17,40,2.7,9.0,6.2%,0.133,0.244,0.0,,,0.0,10.0,4.9,0
2026-07-07,,AZ,Ryan Waldschmidt,Germán Márquez,,17,24,0.0,10.0,5.7%,0.197,0.283,0.0,,,0.0,0.0,10.2,0
2026-07-07,,TOR,Ernie Clement,Trevor McDonald,,17,26,0.9,5.0,0%,0.061,0.285,0.0,0%,0.0,19.2,15.4,3.8,0
2026-07-07,,PHI,Justin Crawford,Andrew Abbott,,17,29,0.8,7.0,0%,0.055,0.269,0.0,0%,0.0,8.7,21.7,1.3,0
2026-07-07,,CIN,Edwin Arroyo,Zack Wheeler,,17,31,0.0,6.0,0%,0.037,0.294,0.0,0%,0.0,5.0,10.0,28.3,0
2026-07-07,,SD,Bryce Johnson,Zac Gallen,,17,27,0.0,4.0,0%,0.044,0.169,0.0,0%,0.0,10.0,0.0,10.7,0
2026-07-07,,NYM,Ronny Mauricio,Seth Lugo,,17,45,2.5,8.0,0%,0.08,0.21,0.0,0%,0.0,20.0,10.0,7.1,0
2026-07-07,,CLE,Steven Kwan,Taj Bradley,,17,30,0.0,14.0,0%,0.153,0.302,0.0,0%,0.0,13.0,4.3,4.9,0
2026-07-07,,SF,Eric Haase,Spencer Miles,,17,38,4.5,13.0,1.9%,0.208,0.286,0.0,,,0.0,7.7,-17.0,0
2026-07-07,,BAL,Jeremiah Jackson,Matthew Boyd,🤔 Average,17,38,1.4,10.0,0%,0.144,0.293,0.0,0%,0.0,10.0,10.0,7.7,0
2026-07-07,,SEA,Victor Robles,Max Meyer,,17,19,0.0,7.0,0%,0.024,0.254,0.0,0%,0.0,38.9,0.0,7.0,0
2026-07-07,,COL,Chad Stevens,Justin Wrobleski,,17,31,0.0,0.0,0%,0.0,0.225,0.0,0%,0.0,10.0,0.0,6.4,0
2026-07-07,,TB,Ben Williamson,Will Warren,,17,31,0.7,6.0,0%,0.086,0.282,0.0,0%,0.0,15.4,15.4,6.2,0
2026-07-07,,DET,Jake Rogers,J.T. Ginn,🤔 Average,17,32,1.2,7.0,0%,0.089,0.21,0.0,0%,0.0,20.0,10.0,31.6,0
2026-07-07,,MIA,Christopher Morel,Bryan Woo,,17,24,0.0,4.0,0%,0.044,0.216,0.0,0%,0.0,10.0,20.0,18.6,0
2026-07-07,,ATL,Jorge Mateo,Paul Skenes,⚠️ Tough,16,22,0.9,9.0,0%,0.14,0.306,0.0,0%,0.0,6.2,18.8,4.3,0
2026-07-07,,CWS,Rikuu Nishida,Payton Tolle,,16,29,0.0,4.0,0%,0.0,0.229,0.0,0%,0.0,10.0,20.0,1.3,0
2026-07-07,,LAA,Bryce Teodosio,Jacob deGrom,,14,35,0.0,5.0,0%,0.043,0.199,0.0,0%,0.0,30.0,0.0,0.6,0
2026-07-07,,ATH,Lawrence Butler,Tarik Skubal,‼️ Elite,14,15,1.3,11.0,0%,0.068,0.306,0.0,0%,0.0,13.6,31.8,1.0,0
2026-07-07,,STL,Victor Scott II,Jacob Misiorowski,‼️ Elite,14,15,0.5,9.0,0%,0.065,0.253,0.0,0%,0.0,10.0,0.0,-5.1,0
