export_date,Slot,Team,Player,Pitcher,Grade,TrueHR,Matchup,ZF,Form (gHR),SimHR%,ISO,xwOBA,PulledBrl%,Brl/BIP%,HR/FB%,FB%,HH%,LA°,Barrel Signal
2026-07-06,,PHI,J.T. Realmuto,Noah Cameron,💥 Hittable,53,50,2.4,22.0,9.7%,0.174,0.317,0.0,0%,0.25,20.0,15.0,15.3,0
2026-07-06,,PHI,Bryson Stott,Noah Cameron,💥 Hittable,53,42,1.2,15.0,0%,0.101,0.315,0.0,0%,0.0,20.7,27.6,19.6,0
2026-07-06,,MIL,Jackson Chourio,Dustin May,🤔 Average,53,65,3.3,16.0,14.4%,0.218,0.345,0.0,0%,0.333,16.7,27.8,8.1,0
2026-07-06,,SF,Casey Schmitt,Kevin Gausman,,53,62,4.9,25.0,10.4%,0.174,0.348,0.0,0%,0.143,25.9,40.7,16.3,0
2026-07-06,,TB,Cedric Mullins,Cam Schlittler,‼️ Elite,53,28,3.0,27.0,13.3%,0.328,0.275,0.0,0%,0.749,17.4,21.7,19.1,0
2026-07-06,,NYY,Max Schuemann,Griffin Jax,🤔 Average,52,43,1.5,32.0,15.7%,0.327,0.358,0.0,66.8%,0.333,25.0,16.7,12.9,0
2026-07-06,,SD,Nick Castellanos,Brandon Pfaadt,,52,39,3.4,13.0,0%,0.148,0.263,0.0,0%,0.0,30.0,20.0,17.9,0
2026-07-06,,COL,Brett Sullivan,Eric Lauer,,52,55,2.9,21.0,0%,0.1,0.267,0.0,0%,0.0,27.3,54.5,25.5,0
2026-07-06,,WSH,José Tena,Mike Burrows,🎯 Target,52,51,1.2,20.0,23.2%,0.221,0.317,0.0,0%,1.008,6.2,43.8,11.6,0
2026-07-06,,LAD,Ryan Ward,Kyle Freeland,,51,55,5.0,25.0,0%,0.236,0.313,0.0,0%,0.0,30.0,10.0,28.3,0
2026-07-06,,NYY,Giancarlo Stanton,Griffin Jax,🤔 Average,51,57,2.8,12.0,0%,0.113,0.364,0.0,0%,0.0,10.0,50.0,23.9,0
2026-07-06,,HOU,Christian Walker,Miles Mikolas,💥 Hittable,51,64,4.1,14.0,17.6%,0.224,0.306,0.0,33.3%,0.668,11.1,14.8,20.3,0
2026-07-06,,HOU,Taylor Trammell,Miles Mikolas,💥 Hittable,51,68,3.1,29.0,14.1%,0.186,0.299,0.0,0%,0.167,26.1,21.7,12.9,0
2026-07-06,,LAD,Kyle Tucker,Kyle Freeland,,50,43,2.0,15.0,0%,0.079,0.316,0.0,0%,0.0,21.9,21.9,20.1,0
2026-07-06,,MIL,Christian Yelich,Dustin May,🤔 Average,50,52,2.3,33.0,6.5%,0.116,0.306,6.5,33.5%,0.166,19.4,19.4,-6.5,0
2026-07-06,,STL,JJ Wetherholt,Shane Drohan,🤔 Average,50,54,3.1,26.0,8.6%,0.152,0.371,0.0,0%,0.166,18.2,33.3,10.5,0
2026-07-06,,AZ,LuJames Groover,Walker Buehler,,49,34,1.6,21.0,8.8%,0.294,0.276,0.0,100%,1.0,10.0,10.0,23.8,0
2026-07-06,,STL,Alec Burleson,Shane Drohan,🤔 Average,49,53,3.7,23.0,8.9%,0.135,0.381,0.0,0%,0.25,15.4,38.5,12.0,0
2026-07-06,,SF,Luis Arraez,Kevin Gausman,,48,55,1.2,27.0,11.8%,0.213,0.315,0.0,0%,0.125,26.7,30.0,22.6,0
2026-07-06,,WSH,Andrés Chaparro,Mike Burrows,🎯 Target,48,20,0.0,18.0,9.9%,0.236,0.355,0.0,0%,0.5,20.0,30.0,20.4,0
2026-07-06,,ATL,Austin Riley,Freddy Peralta,💥 Hittable,47,44,1.7,16.0,11.6%,0.101,0.293,0.0,16.8%,0.167,21.4,17.9,19.0,0
2026-07-06,,HOU,Cam Smith,Miles Mikolas,💥 Hittable,47,58,3.0,21.0,26%,0.246,0.332,0.0,16.5%,0.333,23.1,38.5,7.1,0
2026-07-06,,KC,Jac Caglianone,Cristopher Sánchez,⚠️ Tough,47,47,3.6,19.0,0%,0.198,0.381,0.0,0%,0.0,20.0,40.0,1.1,0
2026-07-06,,TOR,Alejandro Kirk,Landen Roupp,,47,40,2.7,8.0,0%,0.108,0.27,0.0,0%,0.0,15.0,30.0,15.1,0
2026-07-06,,SD,Jake Cronenworth,Brandon Pfaadt,,47,24,0.0,24.0,10.7%,0.122,0.277,4.2,33.6%,0.334,12.5,12.5,9.7,0
2026-07-06,,NYM,Mark Vientos,Reynaldo López,🤔 Average,47,53,3.7,26.0,11.8%,0.241,0.324,0.0,24.8%,0.25,28.6,28.6,9.4,0
2026-07-06,,COL,TJ Rumfield,Eric Lauer,,47,40,2.7,16.0,0%,0.145,0.34,0.0,0%,0.0,12.9,9.7,18.4,0
2026-07-06,,COL,Willi Castro,Eric Lauer,,46,50,1.4,9.0,0%,0.116,0.3,0.0,0%,0.0,15.8,15.8,17.4,0
2026-07-06,,COL,Ezequiel Tovar,Eric Lauer,,46,45,2.5,22.0,19.5%,0.169,0.267,0.0,14.3%,0.143,28.0,16.0,26.5,0
2026-07-06,,COL,Jordan Beck,Eric Lauer,,46,57,1.2,15.0,0%,0.202,0.265,0.0,0%,0.0,20.0,10.0,9.7,0
2026-07-06,,STL,Masyn Winn,Shane Drohan,,46,53,0.8,21.0,11.9%,0.122,0.301,0.0,16.7%,0.167,22.2,25.9,24.7,0
2026-07-06,,ATL,Dominic Smith,Freddy Peralta,💥 Hittable,45,54,1.3,7.0,0%,0.064,0.32,0.0,0%,0.0,10.5,31.6,15.5,0
2026-07-06,,KC,Salvador Perez,Cristopher Sánchez,⚠️ Tough,45,43,2.2,6.0,0%,0.078,0.282,0.0,0%,0.0,5.9,29.4,19.7,0
2026-07-06,,KC,Lane Thomas,Cristopher Sánchez,⚠️ Tough,45,40,2.1,10.0,0%,0.142,0.304,0.0,0%,0.0,4.0,32.0,16.8,0
2026-07-06,,AZ,Ildemaro Vargas,Walker Buehler,,45,36,2.3,9.0,0%,0.095,0.299,0.0,0%,0.0,6.2,31.2,18.7,0
2026-07-06,,NYY,Paul Goldschmidt,Griffin Jax,🤔 Average,44,41,3.7,19.0,0%,0.243,0.347,0.0,33.5%,0.0,20.0,20.0,17.1,0
2026-07-06,,SF,Jesus Rodriguez,Kevin Gausman,,44,77,6.2,25.0,33.2%,0.297,0.29,0.0,0%,0.333,30.0,20.0,6.9,0
2026-07-06,,TB,Ryan Vilade,Cam Schlittler,‼️ Elite,44,32,3.8,23.0,14.2%,0.284,0.31,0.0,33.2%,0.333,25.0,25.0,26.3,0
2026-07-06,,STL,Lars Nootbaar,Shane Drohan,,44,37,2.4,19.0,0%,0.086,0.347,4.3,19.8%,0.0,21.7,30.4,13.3,0
2026-07-06,,SD,Xander Bogaerts,Brandon Pfaadt,,43,29,0.4,8.0,0%,0.095,0.31,0.0,0%,0.0,3.3,33.3,11.7,0
2026-07-06,,STL,José Fermín,Shane Drohan,,43,61,2.6,9.0,0%,0.139,0.29,0.0,0%,0.0,20.0,15.0,17.7,0
2026-07-06,,NYY,Amed Rosario,Griffin Jax,🤔 Average,42,44,3.0,23.0,3.3%,0.338,0.322,0.0,,,0.0,18.8,5.0,0
2026-07-06,,AZ,Jose Fernandez,Walker Buehler,,42,39,2.0,8.0,3.6%,0.097,0.272,0.0,,,0.0,30.0,22.0,0
2026-07-06,,COL,Troy Johnston,Eric Lauer,💥 Hittable,42,33,0.3,18.0,0%,0.072,0.342,0.0,0%,0.0,20.0,24.0,12.1,0
2026-07-06,,STL,Blaze Jordan,Shane Drohan,,42,44,1.7,12.0,0%,0.131,0.298,0.0,0%,0.0,27.8,27.8,18.9,0
2026-07-06,,HOU,Yainer Diaz,Miles Mikolas,💥 Hittable,41,46,1.7,21.0,24.1%,0.156,0.278,0.0,33.3%,0.333,15.0,25.0,13.5,0
2026-07-06,,SD,Samad Taylor,Brandon Pfaadt,,41,37,1.2,10.0,0%,0.084,0.319,0.0,50%,0.0,10.0,5.0,12.7,0
2026-07-06,,MIL,William Contreras,Dustin May,🤔 Average,41,53,2.3,9.0,0%,0.121,0.347,0.0,0%,0.0,10.3,31.0,13.5,0
2026-07-06,,NYM,Carson Benge,Reynaldo López,🤔 Average,41,51,2.7,19.0,16.8%,0.144,0.338,0.0,0%,0.333,9.7,25.8,10.2,0
2026-07-06,,LAD,Alex Call,Kyle Freeland,,40,45,0.9,10.0,0%,0.075,0.259,0.0,0%,0.0,30.0,0.0,21.1,0
2026-07-06,,LAD,Hyeseong Kim,Kyle Freeland,,40,39,0.9,11.0,0%,0.069,0.288,0.0,0%,0.0,10.0,50.0,9.2,0
2026-07-06,,KC,Nick Loftin,Cristopher Sánchez,⚠️ Tough,40,37,1.0,13.0,0%,0.146,0.327,0.0,0%,0.0,26.7,6.7,20.5,0
2026-07-06,,AZ,Gabriel Moreno,Walker Buehler,,40,44,2.2,11.0,0%,0.144,0.358,0.0,0%,0.0,3.8,19.2,9.1,0
2026-07-06,,PHI,Edmundo Sosa,Noah Cameron,💥 Hittable,40,53,1.7,10.0,0%,0.142,0.304,0.0,0%,0.0,10.0,40.0,1.0,0
2026-07-06,,PHI,Derek Hill,Noah Cameron,💥 Hittable,40,67,5.7,9.0,2.1%,0.171,0.278,0.0,,,0.0,0.0,11.9,0
2026-07-06,,TB,Jonny DeLuca,Cam Schlittler,‼️ Elite,40,26,3.6,19.0,15.9%,0.253,0.276,0.0,0%,0.499,14.3,21.4,22.5,0
2026-07-06,,WSH,Curtis Mead,Mike Burrows,🎯 Target,40,61,4.4,12.0,0%,0.171,0.353,0.0,0%,0.0,7.1,25.0,5.6,0
2026-07-06,,SD,Rodolfo Durán,Brandon Pfaadt,,39,41,4.4,11.0,0%,0.178,0.245,0.0,0%,0.0,18.2,18.2,8.3,0
2026-07-06,,NYM,Jared Young,Reynaldo López,🤔 Average,39,59,3.4,24.0,0%,0.182,0.295,0.0,0%,0.0,23.8,33.3,-6.9,0
2026-07-06,,SF,Drew Gilbert,Kevin Gausman,,39,53,2.1,24.0,20.6%,0.276,0.299,0.0,0%,1.004,8.3,16.7,12.7,0
2026-07-06,,HOU,Jose Altuve,Miles Mikolas,💥 Hittable,38,54,3.7,8.0,0%,0.124,0.285,0.0,0%,0.0,15.4,15.4,17.0,0
2026-07-06,,HOU,Zach Cole,Miles Mikolas,💥 Hittable,38,49,2.0,15.0,4.7%,0.196,0.266,0.0,,,0.0,40.0,9.9,0
2026-07-06,,AZ,James McCann,Walker Buehler,,38,35,0.0,5.0,0%,0.051,0.223,0.0,0%,0.0,10.0,70.0,17.5,0
2026-07-06,,WSH,Dylan Crews,Mike Burrows,🎯 Target,38,50,3.6,22.0,10.6%,0.136,0.346,0.0,40.1%,0.199,16.7,23.3,1.8,0
2026-07-06,,STL,Iván Herrera,Shane Drohan,🤔 Average,38,66,2.5,6.0,0%,0.073,0.357,0.0,0%,0.0,10.0,26.7,-1.7,0
2026-07-06,,STL,Pedro Pagés,Shane Drohan,,38,42,1.7,9.0,0%,0.129,0.258,0.0,0%,0.0,10.0,30.0,19.3,0
2026-07-06,,LAD,Santiago Espinal,Kyle Freeland,,37,38,2.2,11.0,4.3%,0.107,0.282,0.0,,,0.0,30.0,9.4,0
2026-07-06,,TB,Jonathan Aranda,Cam Schlittler,‼️ Elite,37,35,2.3,18.0,0%,0.166,0.363,0.0,0%,0.0,19.4,22.6,6.5,0
2026-07-06,,TB,Hunter Feduccia,Cam Schlittler,‼️ Elite,37,21,0.0,21.0,0%,0.143,0.281,0.0,0%,0.0,16.7,41.7,20.5,0
2026-07-06,,STL,Nolan Gorman,Shane Drohan,,37,46,2.3,17.0,0%,0.124,0.29,0.0,0%,0.0,20.0,20.0,25.5,0
2026-07-06,,NYY,Jazz Chisholm Jr.,Griffin Jax,🤔 Average,36,57,2.3,9.0,0%,0.089,0.298,0.0,0%,0.0,10.5,36.8,10.9,0
2026-07-06,,PHI,Rafael Marchán,Noah Cameron,💥 Hittable,36,47,2.5,15.0,0%,0.074,0.236,0.0,0%,0.0,20.0,20.0,26.9,0
2026-07-06,,PHI,Felix Reyes,Noah Cameron,💥 Hittable,36,54,3.0,8.0,3.2%,0.105,0.251,0.0,,,0.0,30.0,9.3,0
2026-07-06,,KC,Michael Massey,Cristopher Sánchez,⚠️ Tough,35,27,2.4,13.0,0%,0.167,0.312,0.0,0%,0.0,4.8,19.0,15.3,0
2026-07-06,,AZ,Pavin Smith,Walker Buehler,,35,29,0.0,15.0,0%,0.048,0.276,0.0,0%,0.0,26.3,26.3,22.2,0
2026-07-06,,COL,Tyler Freeman,Eric Lauer,,35,35,0.4,7.0,0%,0.086,0.298,0.0,0%,0.0,21.1,21.1,12.9,0
2026-07-06,,TB,Richie Palacios,Cam Schlittler,‼️ Elite,35,17,0.6,29.0,9.5%,0.151,0.285,0.0,0%,0.2,33.3,13.3,18.2,0
2026-07-06,,WSH,Joey Wiemer,Mike Burrows,🎯 Target,35,33,0.0,24.0,4.5%,0.275,0.325,0.0,,,0.0,20.0,-3.1,0
2026-07-06,,NYY,Cody Bellinger,Griffin Jax,🤔 Average,34,53,2.4,12.0,0%,0.067,0.356,0.0,0%,0.0,19.2,26.9,29.5,0
2026-07-06,,COL,Braxton Fulford,Eric Lauer,,34,38,1.6,7.0,0%,0.125,0.22,0.0,0%,0.0,10.0,0.0,16.1,0
2026-07-06,,TB,Yandy Díaz,Cam Schlittler,‼️ Elite,34,30,2.9,11.0,0%,0.168,0.377,0.0,0%,0.0,7.7,38.5,4.3,0
2026-07-06,,MIL,Blake Perkins,Dustin May,🤔 Average,33,34,1.2,8.0,0%,0.12,0.267,0.0,0%,0.0,20.0,30.0,20.5,0
2026-07-06,,MIL,Andrew Vaughn,Dustin May,🤔 Average,33,45,0.6,15.0,0%,0.205,0.368,0.0,0%,0.0,20.0,25.0,1.5,0
2026-07-06,,NYY,Spencer Jones,Griffin Jax,🤔 Average,32,44,1.2,10.0,1.8%,0.146,0.27,0.0,,,0.0,18.2,22.5,0
2026-07-06,,ATL,Eli White,Freddy Peralta,💥 Hittable,32,29,0.9,22.0,15.2%,0.317,0.281,0.0,0%,0.5,20.0,10.0,6.0,0
2026-07-06,,HOU,Joey Loperfido,Miles Mikolas,💥 Hittable,32,44,0.0,10.0,0%,0.118,0.324,0.0,0%,0.0,10.0,20.0,7.7,0
2026-07-06,,HOU,Brice Matthews,Miles Mikolas,💥 Hittable,32,46,3.1,7.0,0%,0.129,0.266,0.0,0%,0.0,20.0,0.0,17.8,0
2026-07-06,,KC,Tyler Tolbert,Cristopher Sánchez,⚠️ Tough,32,20,0.0,10.0,0%,0.095,0.301,0.0,0%,0.0,30.0,30.0,21.7,0
2026-07-06,,WSH,Brady House,Mike Burrows,🎯 Target,32,49,2.5,11.0,0%,0.123,0.31,0.0,0%,0.0,20.0,20.0,8.9,0
2026-07-06,,SD,Miguel Andujar,Brandon Pfaadt,,31,35,0.5,6.0,0%,0.076,0.304,0.0,0%,0.0,14.3,28.6,0.8,0
2026-07-06,,NYM,Luis Torrens,Reynaldo López,🤔 Average,31,38,1.7,18.0,21.2%,0.162,0.274,0.0,0%,0.498,11.8,23.5,9.3,0
2026-07-06,,NYY,J.C. Escarra,Griffin Jax,🤔 Average,30,25,0.0,20.0,0%,0.082,0.272,0.0,0%,0.0,60.0,40.0,24.2,0
2026-07-06,,COL,Edouard Julien,Eric Lauer,,30,29,0.8,10.0,0%,0.069,0.343,0.0,0%,0.0,4.5,27.3,1.7,0
2026-07-06,,TB,Victor Mesa Jr.,Cam Schlittler,‼️ Elite,30,23,2.4,15.0,0%,0.132,0.294,0.0,0%,0.0,21.7,13.0,21.7,0
2026-07-06,,NYY,Austin Wells,Griffin Jax,🤔 Average,29,40,0.9,12.0,0%,0.08,0.286,0.0,0%,0.0,20.0,20.0,22.0,0
2026-07-06,,AZ,Geraldo Perdomo,Walker Buehler,,29,41,0.9,18.0,0%,0.093,0.32,0.0,0%,0.0,25.8,16.1,1.9,0
2026-07-06,,SD,Will Wagner,Brandon Pfaadt,,29,49,0.0,2.0,3.5%,0.029,0.331,0.0,,,0.0,0.0,5.8,0
2026-07-06,,MIL,Joey Ortiz,Dustin May,🤔 Average,29,44,1.0,16.0,10.9%,0.106,0.281,0.0,0%,0.25,17.4,26.1,6.7,0
2026-07-06,,WSH,Jorbit Vivas,Mike Burrows,🎯 Target,29,43,1.5,9.0,0%,0.096,0.296,0.0,0%,0.0,5.9,23.5,7.4,0
2026-07-06,,WSH,Nasim Nuñez,Mike Burrows,🎯 Target,29,37,0.3,22.0,19%,0.139,0.261,0.0,50.5%,0.501,10.5,15.8,0.0,0
2026-07-06,,PHI,Garrett Stubbs,Noah Cameron,💥 Hittable,27,29,0.0,4.0,0%,0.0,0.236,0.0,0%,0.0,10.0,20.0,15.3,0
2026-07-06,,SD,Jase Bowen,Brandon Pfaadt,,27,21,0.0,7.0,0%,0.095,0.209,0.0,0%,0.0,10.0,10.0,13.3,0
2026-07-06,,NYM,Brett Baty,Reynaldo López,🤔 Average,27,46,1.3,10.0,0%,0.111,0.296,0.0,0%,0.0,11.5,34.6,9.5,0
2026-07-06,,HOU,Zach Dezenzo,Miles Mikolas,💥 Hittable,26,48,2.4,6.0,3.4%,0.117,0.264,0.0,,,0.0,0.0,9.5,0
2026-07-06,,TOR,Vladimir Guerrero Jr.,Landen Roupp,,26,33,0.6,7.0,0%,0.076,0.341,0.0,0%,0.0,12.5,29.2,-4.7,0
2026-07-06,,STL,Jimmy Crooks,Shane Drohan,,26,35,0.0,9.0,0%,0.091,0.319,0.0,0%,0.0,10.0,20.0,5.7,0
2026-07-06,,NYY,Ryan McMahon,Griffin Jax,🤔 Average,24,47,2.5,9.0,2%,0.13,0.31,0.0,,,0.0,20.0,6.2,0
2026-07-06,,AZ,Tommy Troy,Walker Buehler,,24,39,2.9,9.0,0%,0.128,0.307,0.0,0%,0.0,14.3,23.8,5.5,0
2026-07-06,,MIL,Sal Frelick,Dustin May,🤔 Average,24,41,0.7,18.0,0%,0.101,0.282,0.0,0%,0.0,26.1,26.1,0.0,0
2026-07-06,,TB,Nick Fortes,Cam Schlittler,‼️ Elite,24,21,1.1,18.0,14.7%,0.203,0.271,0.0,0%,0.25,28.6,21.4,4.9,0
2026-07-06,,ATL,Sandy León,Freddy Peralta,💥 Hittable,23,26,0.0,2.0,2.1%,0.0,0.151,0.0,,,0.0,20.0,20.7,0
2026-07-06,,TOR,Eloy Jiménez,Landen Roupp,,23,33,0.0,2.0,2.8%,0.0,0.275,0.0,,,0.0,30.0,6.8,0
2026-07-06,,NYM,Bo Bichette,Reynaldo López,🤔 Average,23,45,2.5,7.0,0%,0.091,0.333,0.0,19.8%,0.0,16.7,33.3,5.5,0
2026-07-06,,HOU,Christian Vázquez,Miles Mikolas,💥 Hittable,22,39,1.8,8.0,5%,0.109,0.238,0.0,,,0.0,10.0,4.3,0
2026-07-06,,HOU,Jake Meyers,Miles Mikolas,💥 Hittable,22,48,1.7,7.0,0%,0.092,0.243,0.0,0%,0.0,20.0,10.0,3.0,0
2026-07-06,,AZ,Alek Thomas,Walker Buehler,,22,34,0.0,12.0,2.4%,0.121,0.279,0.0,,,0.0,30.0,-6.4,0
2026-07-06,,MIL,David Hamilton,Dustin May,🤔 Average,22,35,1.3,9.0,0%,0.09,0.259,0.0,0%,0.0,6.2,18.8,13.2,0
2026-07-06,,TB,Ben Williamson,Cam Schlittler,‼️ Elite,22,15,0.6,22.0,13.2%,0.16,0.282,0.0,0%,0.334,17.6,17.6,6.2,0
2026-07-06,,KC,Starling Marte,Cristopher Sánchez,⚠️ Tough,21,32,1.0,6.0,0%,0.065,0.329,0.0,0%,0.0,6.7,20.0,0.7,0
2026-07-06,,NYM,Eric Wagaman,Reynaldo López,🤔 Average,21,39,3.6,13.0,3.5%,0.214,0.339,0.0,,,0.0,10.0,7.3,0
2026-07-06,,TB,Taylor Walls,Cam Schlittler,‼️ Elite,21,25,0.0,11.0,0%,0.1,0.264,0.0,0%,0.0,8.3,29.2,3.7,0
2026-07-06,,HOU,Dustin Harris,Miles Mikolas,💥 Hittable,20,31,0.0,9.0,0%,0.07,0.3,0.0,0%,0.0,10.0,10.0,4.6,0
2026-07-06,,SF,Eric Haase,Kevin Gausman,,20,63,5.4,13.0,2.3%,0.217,0.298,0.0,,,0.0,7.7,-8.7,0
2026-07-06,,SF,Willy Adames,Kevin Gausman,,20,52,3.5,8.0,0%,0.118,0.277,0.0,0%,0.0,5.9,23.5,28.7,0
2026-07-06,,NYY,Anthony Volpe,Griffin Jax,🤔 Average,19,45,0.6,6.0,0%,0.086,0.299,0.0,0%,0.0,10.0,15.0,7.8,0
2026-07-06,,ATL,Jorge Mateo,Freddy Peralta,💥 Hittable,19,33,0.9,9.0,0%,0.14,0.303,0.0,0%,0.0,6.7,20.0,4.3,0
2026-07-06,,HOU,Nick Allen,Miles Mikolas,💥 Hittable,19,33,1.2,5.0,0%,0.062,0.229,0.0,0%,0.0,21.1,5.3,32.8,0
2026-07-06,,PHI,Justin Crawford,Noah Cameron,💥 Hittable,19,31,0.8,7.0,0%,0.058,0.27,0.0,0%,0.0,11.5,26.9,1.3,0
2026-07-06,,MIL,Cooper Pratt,Dustin May,🤔 Average,19,41,0.0,3.0,0%,0.02,0.315,0.0,0%,0.0,18.2,13.6,9.6,0
2026-07-06,,WSH,Drew Millas,Mike Burrows,🎯 Target,19,36,1.6,8.0,0%,0.08,0.265,0.0,0%,0.0,20.0,0.0,10.1,0
2026-07-06,,WSH,Jacob Young,Mike Burrows,🎯 Target,19,39,1.9,9.0,0%,0.145,0.275,0.0,0%,0.0,14.3,7.1,2.3,0
2026-07-06,,LAD,Alex Freeland,Kyle Freeland,,17,24,0.6,7.0,0%,0.086,0.286,0.0,0%,0.0,11.1,0.0,6.3,0
2026-07-06,,NYY,José Caballero,Griffin Jax,🤔 Average,17,45,3.0,9.0,0%,0.136,0.272,0.0,0%,0.0,9.5,9.5,4.7,0
2026-07-06,,AZ,Tim Tawa,Walker Buehler,,17,42,2.5,9.0,3.5%,0.133,0.244,0.0,,,0.0,10.0,4.9,0
2026-07-06,,AZ,Ryan Waldschmidt,Walker Buehler,,17,27,0.0,10.0,2.9%,0.197,0.283,0.0,,,0.0,0.0,10.2,0
2026-07-06,,TOR,Andrés Giménez,Landen Roupp,,17,37,1.2,9.0,0%,0.094,0.257,0.0,0%,0.0,12.5,12.5,4.1,0
2026-07-06,,TOR,Ernie Clement,Landen Roupp,,17,33,1.0,8.0,0%,0.063,0.283,0.0,0%,0.0,23.1,15.4,3.8,0
2026-07-06,,SD,Bryce Johnson,Brandon Pfaadt,,17,23,0.0,4.0,0%,0.044,0.168,0.0,0%,0.0,10.0,0.0,10.7,0
2026-07-06,,MIL,Luis Rengifo,Dustin May,🤔 Average,17,33,0.0,5.0,2.3%,0.049,0.303,0.0,,,0.0,40.0,0.5,0
2026-07-06,,NYM,Ronny Mauricio,Reynaldo López,🤔 Average,17,46,3.1,12.0,0%,0.089,0.21,0.0,0%,0.0,10.0,20.0,7.5,0
2026-07-06,,SF,Jung Hoo Lee,Kevin Gausman,,17,50,0.7,9.0,0%,0.098,0.32,0.0,0%,0.0,11.5,11.5,7.9,0
2026-07-06,,COL,Chad Stevens,Eric Lauer,,17,28,0.0,0.0,0%,0.0,0.224,0.0,0%,0.0,10.0,0.0,6.4,0
2026-07-06,,STL,Victor Scott II,Shane Drohan,,17,28,0.6,9.0,0%,0.065,0.253,0.0,0%,0.0,10.0,0.0,-5.1,0
2026-07-06,,KC,Kameron Misner,Cristopher Sánchez,⚠️ Tough,16,22,0.0,12.0,0%,0.024,0.204,0.0,0%,0.0,16.7,8.3,10.3,0
2026-07-06,,TB,Chandler Simpson,Cam Schlittler,‼️ Elite,14,21,0.0,11.0,0%,0.09,0.248,0.0,0%,0.0,9.5,14.3,4.3,0
2026-07-07,,BOS,Willson Contreras,Unknown (702273),💥 Hittable,93,81,4.7,36.0,32%,0.384,0.363,0.0,24.9%,0.375,33.3,41.7,12.0,1
2026-07-07,,MIL,Jake Bauers,Matt Svanson,💥 Hittable,93,76,3.6,30.0,17.5%,0.226,0.371,3.1,12.4%,0.25,25.0,34.4,20.7,1
2026-07-07,,CHC,Dansby Swanson,Shane Baz,💥 Hittable,93,65,4.1,45.0,42.8%,0.574,0.302,0.0,0%,0.556,40.9,40.9,25.7,1
2026-07-07,,WSH,James Wood,Tatsuya Imai,💥 Hittable,93,92,5.2,43.0,16.3%,0.47,0.429,2.9,19.7%,0.8,14.7,38.2,11.3,1
2026-07-07,,MIL,Garrett Mitchell,Matt Svanson,💥 Hittable,91,66,2.4,47.0,21.2%,0.347,0.333,6.9,40.1%,0.401,17.2,48.3,8.3,1
2026-07-07,,CHC,Pete Crow-Armstrong,Shane Baz,💥 Hittable,91,84,4.2,36.0,29%,0.303,0.372,0.0,0%,0.286,26.9,15.4,17.1,1
2026-07-07,,DET,Riley Greene,J.T. Ginn,🤔 Average,86,70,2.9,66.0,28.8%,0.525,0.36,8.7,20%,0.4,43.5,34.8,9.2,1
2026-07-07,,LAD,Shohei Ohtani,Michael Lorenzen,🎯 Target,84,90,3.8,26.0,27.6%,0.204,0.403,3.1,16.5%,0.332,18.8,25.0,18.5,1
2026-07-07,,HOU,Yordan Alvarez,Andrew Alvarez,🤔 Average,84,85,7.0,53.0,14.4%,0.375,0.49,3.2,7.1%,0.285,45.2,45.2,23.1,1
2026-07-07,,KC,Bobby Witt Jr.,Cionel Pérez,🎯 Target,84,80,3.0,23.0,21.9%,0.229,0.389,0.0,39.9%,0.4,20.8,58.3,23.6,1
2026-07-07,,PIT,Endy Rodríguez,Hurston Waldrep,🎯 Target,84,78,3.2,35.0,15.5%,0.283,0.367,4.5,14.2%,0.286,31.8,27.3,20.9,1
2026-07-07,,AZ,Ketel Marte,Germán Márquez,🎯 Target,84,69,3.0,31.0,30.9%,0.309,0.375,0.0,0%,0.25,25.8,38.7,-0.1,1
2026-07-07,,SD,Gavin Sheets,Zac Gallen,🎯 Target,84,94,5.4,24.0,26.3%,0.198,0.33,0.0,0%,0.335,10.3,17.2,13.6,1
2026-07-07,,NYM,Juan Soto,Seth Lugo,🎯 Target,84,96,3.9,38.0,27.3%,0.274,0.44,6.5,33.5%,0.332,19.4,25.8,7.3,1
2026-07-07,,TB,Junior Caminero,Will Warren,,84,80,6.3,31.0,18.4%,0.426,0.381,0.0,50%,0.665,19.4,32.3,9.2,1
2026-07-07,,MIA,Joe Mack,Bryan Woo,,82,60,3.0,45.0,30.9%,0.387,0.321,0.0,10.1%,0.3,52.6,26.3,23.1,1
2026-07-07,,CHC,Michael Conforto,Shane Baz,💥 Hittable,81,66,4.7,41.0,26.4%,0.339,0.327,5.3,25.1%,0.499,21.1,15.8,7.4,1
2026-07-07,,COL,Hunter Goodman,Justin Wrobleski,,81,97,8.2,24.0,23.6%,0.328,0.339,0.0,0%,0.667,10.0,16.7,19.7,1
2026-07-07,,LAD,Dalton Rushing,Michael Lorenzen,🎯 Target,79,75,3.2,32.0,17.7%,0.238,0.334,3.6,20.1%,0.199,17.9,42.9,21.2,1
2026-07-07,,CLE,David Fry,Taj Bradley,🤔 Average,79,64,5.1,29.0,27.5%,0.368,0.279,0.0,33.3%,0.666,23.1,30.8,33.6,1
2026-07-07,,WSH,Luis García Jr.,Tatsuya Imai,,76,71,5.1,41.0,19.9%,0.445,0.344,3.4,19.8%,0.601,17.2,34.5,6.5,1
2026-07-07,,KC,Salvador Perez,Cionel Pérez,🎯 Target,75,75,2.3,18.0,20.2%,0.228,0.29,0.0,50%,0.498,11.8,41.2,19.7,1
2026-07-07,,COL,Jake McCarthy,Justin Wrobleski,,75,69,3.0,39.0,37.2%,0.326,0.298,5.4,28.6%,0.429,18.9,32.4,5.5,1
