grade,stars,batting_team,batter,batter_id,batter_hand,lineup_slot,lineup_confirmed,pitcher,pitcher_id,pitcher_hand,pitcher_team,top_pitches,game_id,game_time,home_team,away_team,total_flags,weighted_flag_score,in_slump,is_diamond,is_contact_pick,is_fallback,recent_flag_count,bvp_flag_count,vs_hand_flag_count,hist_hand_flag_count,hr_intent_score,season_pa,vs_hand_pa,recent_games_total,recent_games_both,recent_consistency_pct,pitcher_fb_pct_allowed,pitcher_hh_pct_allowed,pitcher_pa_faced,pitcher_meatball_pct,batter_meatball_score,meatball_matchup_score,bullpen_era,bullpen_hr9,bullpen_whip,bullpen_ip,bullpen_hr_rank,discipline_flag,discipline_score,season_chase_k_pct,recent_chase_k_pct,season_bb_pct,recent_bb_pct,oz_swing_pct,sim_pa,sim_h,sim_hr,sim_hr_adj,sim_2b,sim_3b,sim_bb,sim_k,sim_tb,sim_rbi,proj_hr_adj,proj_hit_prob,proj_xbh_prob,proj_avg_tb,proj_avg_rbi,recent_pa,recent_hr_count,ab_since_hr,recent_consec_hr_games,barrel_quality_score,recent_pulled_barrel_pct,recent_batter_ahead_pct,recent_iso,recent_sweet_spot_pct,recent_meatball_hr_rate,season_swstr_pct,season_woba,season_xwoba,blended_woba,blended_xwoba,l7_iso,l7_woba,l7_xwoba,zone_fit,gHR,gHR_yv2,recent_iso_yv2,season_iso,ps_score,ps_score_v2,hr_yesterday,so_close_count,so_close_max_dist,so_close_max_ev,so_close_reasons,ps_convergence,ps_conv_pitch,la_stddev,la_mean_l15,la_locked,bat_speed_vs_baseline,bat_speed_peaking,pitcher_count_mb_pct,fastball_velo_decay,pitcher_velo_declining,recent_avg_ev,recent_hh_pct,recent_avg_bat_speed,recent_batter_ahead_pct,recent_ev_flag,recent_barrel_pct,recent_barrel_flag,recent_fb_pct,recent_fb_flag,recent_avg_la,recent_la_flag,bvp_pa,bvp_hr_count,bvp_hr_by_pitch,bvp_avg_ev,bvp_hh_pct,bvp_avg_bat_speed,bvp_batter_ahead_pct,bvp_ev_flag,bvp_barrel_pct,bvp_barrel_flag,bvp_fb_pct,bvp_fb_flag,bvp_avg_la,bvp_la_flag,vs_hand_pa,vs_hand_hr_count,vs_hand_avg_ev,vs_hand_hh_pct,vs_hand_ev_flag,vs_hand_barrel_pct,vs_hand_barrel_flag,vs_hand_fb_pct,vs_hand_fb_flag,vs_hand_avg_la,vs_hand_la_flag,vs_hand_hr_rate,vs_hand_hit_rate,vs_hand_xbh_rate,hr_factor,wind_effect,temp_f,condition,pitcher_grade_label,pitcher_grade_label_vsL,pitcher_grade_label_vsR,pitcher_ip,zone_fit_season,recent_chase_pct,recent_zone_swing_pct,recent_avg_attack_angle,recent_attack_angle_stddev,recent_avg_swing_length,bvp_chase_pct,bvp_zone_swing_pct,bvp_avg_attack_angle,bvp_attack_angle_stddev,bvp_avg_swing_length,vs_hand_chase_pct,vs_hand_zone_swing_pct,vs_hand_avg_attack_angle,vs_hand_attack_angle_stddev,vs_hand_avg_swing_length,hist_hand_chase_pct,hist_hand_zone_swing_pct,hist_hand_avg_attack_angle,hist_hand_attack_angle_stddev,hist_hand_avg_swing_length,pitcher_upper_zone_pct,zone_fit_spatial,chance_of_rain_peak,is_dome,bvp_iso,bvp_pull_pct,bvp_fb350_count,pitcher_games_started
C,1,SD,Luis Campusano,669134,R,0,False,Unknown (nan),nan,?,WSH,---,823254,05:10 PM,SD,WSH,3,0.72,True,False,False,False,3,0,0,0,0.4427,179,0,6,1,16.7,,,,,0.2121,0.0,,,,,,🟢 Disciplined,62.0,0.0,,14.6,,,3.3,0.631,0.158,0.158,0.0,0.0,0.315,0.946,1.103,0.315,0.0476,0.1905,0.0476,0.3333,0.0952,21,1,3,0,2,4.8,33.3,0.158,28.6,7.1,14.5,0.366,0.332,0.357,0.0,0.158,0.293,0.0,0.0,35,35,0.158,0.158,10,10,0,2,366.0,101.8,deep fly ball 356ft 93mph | deep fly ball 366ft 102mph,0.0,,29.97,13.8,False,1.01,False,,,False,85.5,19.0,72.7,33.3,False,9.5,True,28.6,True,25.0,True,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,52.4,76.2,9.6,8.7,7.7,,,,,,,,,,,,,,,,,,,,,,,0
B,2,SF,LaMonte Wade Jr.,664774,L,0,False,Unknown (nan),nan,?,STL,---,823175,08:10 PM,SF,STL,4,1.6,False,False,False,False,4,0,0,0,0.6638,126,0,6,1,16.7,,,,,0.1873,0.0,,,,,,🟢 Disciplined,62.0,0.0,,15.1,,,3.0,0.545,0.273,0.273,0.0,0.0,0.0,1.364,1.364,0.545,0.0909,0.1818,0.0909,0.4545,0.1818,11,1,8,0,2,9.1,45.5,0.273,18.2,12.5,17.5,0.298,0.295,0.296,0.0,0.273,0.271,0.0,0.0,42,42,0.273,0.273,10,10,0,0,0.0,0.0,,0.0,,27.72,20.3,False,0.96,False,,,False,93.5,18.2,66.6,45.5,True,9.1,True,27.3,True,12.0,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,36.4,100.0,12.8,5.6,7.1,,,,,,,,,,,,,,,,,,,,,,,0
B,2,SF,Rafael Devers,646240,L,0,False,Unknown (nan),nan,?,STL,---,823175,08:10 PM,SF,STL,3,1.2,False,False,False,False,3,0,0,0,0.4844,573,0,7,2,28.6,,,,,0.191,0.0,,,,,,🟢 Disciplined,59.0,0.0,,11.3,,,4.3,1.486,0.686,0.686,0.343,0.0,0.8,0.915,3.888,1.715,0.1579,0.3421,0.2368,0.8947,0.3947,38,6,0,2,2,10.5,42.1,0.677,23.7,17.4,17.8,0.374,0.348,0.43,0.0,0.677,0.653,0.0,0.0,60,60,0.677,0.677,10,10,0,5,394.0,110.3,rocket LD 110mph | deep fly ball 394ft 106mph | double 106mph EV | rocket LD 110mph | deep line drive 343ft 110mph | dou,0.0,,28.35,19.5,False,0.91,False,,,False,98.9,42.1,72.6,42.1,True,21.1,True,26.3,True,19.5,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,42.1,78.9,14.0,7.2,7.6,,,,,,,,,,,,,,,,,,,,,,,0
B,2,SF,Heliot Ramos,671218,R,0,False,Unknown (nan),nan,?,STL,---,823175,08:10 PM,SF,STL,3,1.2,False,False,False,False,3,0,0,0,0.4464,364,0,5,1,20.0,,,,,0.296,0.0,,,,,,⬜ Neutral,56.0,0.0,,6.7,,,4.0,0.891,0.223,0.223,0.223,0.0,0.891,0.668,1.782,0.668,0.0556,0.2222,0.1111,0.4444,0.1667,18,1,8,0,2,5.6,27.8,0.286,22.2,0.0,19.8,0.313,0.332,0.327,0.0,0.286,0.442,0.0,0.0,33,33,0.286,0.286,16,16,0,3,382.0,108.0,deep fly ball 382ft 103mph | double 103mph EV | deep fly ball 332ft 102mph | rocket LD 108mph,0.0,,27.99,18.1,False,3.24,True,,,False,97.9,38.9,73.8,27.8,True,11.1,True,33.3,True,21.2,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,50.0,61.1,7.4,12.5,7.0,,,,,,,,,,,,,,,,,,,,,,,0
A,3,STL,Leo Bernal,699024,L,0,False,Logan Webb,657277,Right,SF,"SI, CH, ST, FC",823175,08:10 PM,SF,STL,5,2.154,False,False,False,False,2,0,3,0,0.5803,22,14,5,0,0.0,14.8,27.3,594.0,52.0,0.1153,0.0,,,,,,🟢 Disciplined,63.0,0.0,,9.1,,,4.4,1.92,0.07,0.07,0.07,0.0,0.14,0.28,2.2,0.28,0.0159,0.4364,0.0318,0.5,0.0636,22,1,11,0,2,4.5,54.5,0.2,31.8,5.9,4.5,0.417,0.433,0.417,0.0,0.2,0.417,0.0,3.059,29,29,0.2,0.2,27,27,0,7,357.0,109.8,deep fly ball 351ft 94mph | deep fly ball 357ft 99mph | rocket LD 102mph | rocket LD 105mph | double 110mph EV | deep fl,14.0,SI,25.74,15.1,False,0.0,False,40.0,0.03,False,96.6,50.0,74.7,54.5,True,4.5,False,27.3,True,14.1,False,4,0,SI(35%):0/1pa  |  CH(24%):0/2pa  |  ST(16%):0/0pa  |  FC(13%):0/1pa,94.5,75.0,77.1,25.0,False,0.0,False,0.0,False,-1.2,False,14,1,93.4,35.7,True,7.1,True,35.7,True,16.0,False,7.14,28.6,14.3,1.0,,,,,,,0.0,3.059,18.2,86.4,5.3,6.8,7.2,0.0,100.0,7.9,6.3,7.4,21.4,78.6,4.0,7.3,6.9,,,,,,2.5,6.05,,,0.0,75.0,0.0,0
B,2,STL,Nelson Velázquez,676369,R,0,False,Logan Webb,657277,Right,SF,"SI, CH, ST, FC",823175,08:10 PM,SF,STL,5,1.65,False,False,False,False,3,0,1,1,0.6899,102,28,4,0,0.0,14.8,27.3,594.0,52.0,0.3101,0.0,,,,,,⬜ Neutral,56.0,0.0,,7.8,,,2.6,0.481,0.089,0.089,0.0,0.0,0.24,0.749,0.749,0.358,0.035,0.1882,0.035,0.2932,0.14,10,1,3,0,3,10.0,20.0,0.333,30.0,16.7,17.6,0.293,0.353,0.298,0.0,0.333,0.368,0.0,4.407,42,42,0.333,0.333,17,17,0,1,253.0,107.0,rocket LD 107mph,6.3,SI,27.46,10.9,False,-0.27,False,40.0,0.03,False,96.8,30.0,71.8,20.0,True,10.0,True,20.0,False,31.5,False,11,0,SI(35%):1/14pa  |  CH(24%):0/10pa  |  ST(16%):0/7pa  |  FC(13%):1/9pa,87.7,36.4,70.5,36.4,False,0.0,False,9.1,False,8.2,False,28,0,90.9,32.1,False,7.1,True,10.7,False,9.8,False,0.0,17.9,3.6,1.0,,,,,,,0.0,4.407,60.0,80.0,22.6,10.0,7.7,54.5,100.0,18.1,6.9,7.5,35.7,92.9,17.4,6.3,7.5,,,,,,2.5,8.02,,,0.0,45.5,1.0,0
B,2,STL,Joshua Báez,695491,R,0,False,Logan Webb,657277,Right,SF,"SI, CH, ST, FC",823175,08:10 PM,SF,STL,4,1.5,False,False,False,False,2,0,2,0,0.5176,77,42,7,0,0.0,14.8,27.3,594.0,52.0,0.2473,0.0,,,,,,🔴 Chase Risk,48.0,0.0,,3.9,,,3.9,0.869,0.176,0.176,0.217,0.0,0.417,1.152,1.614,0.752,0.0457,0.2257,0.1021,0.4191,0.1953,23,3,0,1,2,4.3,21.7,0.524,21.7,15.4,26.0,0.37,0.332,0.396,0.0,0.524,0.563,0.0,5.778,44,44,0.524,0.524,18,18,0,3,369.0,97.0,deep fly ball 369ft 97mph | double 94mph EV | double 85mph EV,6.8,SI,28.93,21.9,False,-0.07,False,40.0,0.03,False,94.2,34.8,77.4,21.7,True,8.7,True,17.4,False,21.4,False,25,0,SI(35%):0/17pa  |  CH(24%):1/11pa  |  ST(16%):0/9pa  |  FC(13%):0/2pa,91.7,28.0,75.3,24.0,False,4.0,False,16.0,False,9.9,False,42,2,93.5,28.6,True,7.1,True,21.4,False,17.1,False,4.76,16.7,9.5,1.0,,,,,,,0.0,5.778,47.8,69.6,7.4,8.9,7.6,40.0,80.0,10.5,8.4,7.8,45.2,78.6,9.7,8.4,7.8,,,,,,2.5,10.0,,,0.048,32.0,2.0,0
B,2,TOR,George Springer,543807,R,0,False,Unknown (nan),nan,?,ATH,---,824958,10:05 PM,ATH,TOR,3,1.2,False,False,False,False,3,0,0,0,0.3059,428,0,6,4,66.7,,,,,0.2938,0.0,,,,,,🟢 Disciplined,59.0,0.0,,9.3,,,4.2,0.809,0.0,0.0,0.647,0.0,0.323,0.809,1.456,1.132,0.0,0.1923,0.1538,0.3462,0.2692,26,0,24,0,2,0.0,46.2,0.167,23.1,0.0,13.1,0.329,0.307,0.322,0.0,0.167,0.283,0.0,0.0,21,21,0.167,0.167,16,16,0,5,396.0,110.7,double 98mph EV | double 85mph EV | deep line drive 396ft 106mph | double 106mph EV | double 111mph EV | deep fly ball 3,0.0,,34.04,15.1,False,2.31,True,,,False,95.6,42.3,73.1,46.2,True,3.8,False,23.1,True,22.5,True,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,30.8,84.6,12.5,7.8,7.7,,,,,,,,,,,,,,,,,,,,,,,0
C,1,TOR,Josh Smith,669701,L,0,False,Unknown (nan),nan,?,ATH,---,824958,10:05 PM,ATH,TOR,2,0.8,False,False,False,False,2,0,0,0,0.577,176,0,4,0,0.0,,,,,0.1278,0.0,,,,,,🟢 Disciplined,59.0,0.0,,11.7,,,3.4,0.34,0.34,0.34,0.0,0.0,1.698,1.019,1.359,0.34,0.1,0.1,0.1,0.4,0.1,10,1,3,0,2,10.0,60.0,0.6,10.0,,16.5,0.301,0.289,0.317,0.0,0.6,0.559,0.0,0.0,50,50,0.6,0.6,4,4,0,1,341.0,88.2,deep fly ball 341ft 88mph,0.0,,25.73,2.9,False,-0.89,False,,,False,95.8,10.0,65.7,60.0,True,10.0,True,20.0,False,33.0,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,20.0,70.0,6.5,18.4,6.6,,,,,,,,,,,,,,,,,,,,,,,0
B,2,WSH,Daylen Lile,695734,L,0,False,Unknown (nan),nan,?,SD,---,823254,05:10 PM,SD,WSH,3,1.2,False,False,False,False,3,0,0,0,0.4169,560,0,7,1,14.3,,,,,0.284,0.0,,,,,,⬜ Neutral,56.0,0.0,,6.4,,,4.1,0.996,0.285,0.285,0.285,0.0,0.712,0.569,2.135,0.996,0.069,0.2414,0.1379,0.5172,0.2414,29,2,13,0,2,3.4,44.8,0.348,31.0,0.0,15.2,0.333,0.329,0.354,0.0,0.348,0.46,0.0,0.0,35,35,0.348,0.348,16,16,0,5,378.0,106.9,double 107mph EV | rocket LD 107mph | deep fly ball 374ft 97mph | deep fly ball 356ft 103mph | deep fly ball 378ft 101mp,0.0,,24.87,14.7,False,2.25,True,,,False,95.5,41.4,73.4,44.8,True,10.3,True,31.0,True,21.7,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,41.4,82.8,10.5,9.7,7.1,,,,,,,,,,,,,,,,,,,,,,,0
C,1,WSH,Josh Bell,605137,L,0,False,Unknown (nan),nan,?,SD,---,823254,05:10 PM,SD,WSH,2,0.8,False,False,False,False,2,0,0,0,0.587,522,0,7,1,14.3,,,,,0.1257,0.0,,,,,,⬜ Neutral,56.0,0.0,,7.9,,,4.1,1.352,0.135,0.135,0.135,0.0,0.406,0.541,1.893,0.541,0.0333,0.3333,0.0667,0.4667,0.1333,30,1,4,0,3,3.3,53.3,0.154,30.0,0.0,13.8,0.323,0.331,0.339,0.0,0.154,0.418,0.0,0.0,31,31,0.154,0.154,7,7,0,6,367.0,111.7,deep line drive 336ft 102mph | deep fly ball 342ft 91mph | rocket LD 100mph | rocket LD 112mph | deep fly ball 367ft 98m,0.0,,38.66,10.1,False,0.26,False,,,False,93.1,43.3,71.7,53.3,True,3.3,False,23.3,True,15.0,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,43.3,76.7,10.6,7.0,7.8,,,,,,,,,,,,,,,,,,,,,,,0
C,1,WSH,Keibert Ruiz,660688,L,0,False,Unknown (nan),nan,?,SD,---,823254,05:10 PM,SD,WSH,2,0.8,False,False,False,False,2,0,0,0,0.4496,307,0,4,0,0.0,,,,,0.2029,0.0,,,,,,⬜ Neutral,56.0,0.0,,5.7,,,3.5,1.36,0.0,0.0,0.272,0.0,0.0,0.816,1.632,0.272,0.0,0.3846,0.0769,0.4615,0.0769,13,0,13,0,0,0.0,15.4,0.077,38.5,0.0,9.4,0.341,0.305,0.346,0.0,0.077,0.4,0.0,0.0,16,16,0.077,0.077,4,4,0,3,339.0,103.3,rocket LD 102mph | deep fly ball 339ft 98mph | double 103mph EV,0.0,,20.52,6.1,False,-1.42,False,,,False,93.3,30.8,64.1,15.4,True,0.0,False,15.4,False,11.2,False,0,0,---,,,,,False,,False,,False,,False,0,0,,,False,,False,,False,,False,,,,1.0,,,,,,,0.0,0.0,46.2,84.6,0.0,14.5,6.4,,,,,,,,,,,,,,,,,,,,,,,0
